ProteinID,Gene,Description,parental_1 Intensity,parental_2 Intensity,parental_3 Intensity,SRB1_1 Intensity,SRB1_2 Intensity,SRB1_3 Intensity
O43157,PLXNB1,Plexin-B1,27.8368,27.8308,27.8095,27.7124,27.6697,27.3622
O43159,RRP8,Ribosomal RNA-processing protein 8,29.7588,29.413,29.4897,31.2283,30.8507,31.1948
O43166,SIPA1L1,Signal-induced proliferation-associated 1-like protein 1,25.6655,24.3442,25.1149,25.5614,24.3118,24.9139
O43172,PRPF4,U4/U6 small nuclear ribonucleoprotein Prp4,31.3196,31.1969,31.4164,31.4045,31.6195,31.6301
O43175,PHGDH,D-3-phosphoglycerate dehydrogenase,35.2937,35.4383,35.4452,32.4273,32.7127,32.5569
O43181,NDUFS4,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial",32.1098,32.1099,31.9067,32.2254,31.9919,32.2288
O43236,4-Sep,Septin-4,25.9228,26.1182,25.9915,24.6243,27.3055,24.3279
O43237,DYNC1LI2,Cytoplasmic dynein 1 light intermediate chain 2,31.1452,31.4925,31.2418,26.8162,27.9218,27.7561
O43242,PSMD3,26S proteasome non-ATPase regulatory subunit 3,31.7301,31.945,31.6119,30.8633,31.1083,31.0075
O43251,RBFOX2,RNA binding protein fox-1 homolog 2,27.4724,27.7209,28.0959,27.5003,28.6064,28.6504
O43252,PAPSS1,Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1,31.6567,32.0021,31.7954,28.7483,29.3388,27.7677
O43257,ZNHIT1,Zinc finger HIT domain-containing protein 1,25.3615,25.4294,25.0147,25.8726,23.6805,25.4028
O43264,ZW10,Centromere/kinetochore protein zw10 homolog,28.1555,28.1125,27.9521,28.3703,28.4235,28.2517
O43290,SART1,U4/U6.U5 tri-snRNP-associated protein 1,33.0666,33.0774,33.1215,33.1624,32.9704,33.4242
O43292,GPAA1,Glycosylphosphatidylinositol anchor attachment 1 protein,26.3198,27.1286,25.4401,27.1596,28.0072,28.7129
O43293,DAPK3,Death-associated protein kinase 3,26.0787,27.0028,27.6803,27.9455,27.8534,27.5794
O43301,HSPA12A,Heat shock 70 kDa protein 12A,34.195,34.2081,27.7832,33.8145,33.8563,33.6858
O43314,PPIP5K2,Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2,26.1682,26.2098,24.2131,22.7542,24.5487,25.8072
O43324,EEF1E1,Eukaryotic translation elongation factor 1 epsilon-1,32.6426,32.3313,32.3465,31.7468,32.3425,32.1805
O43325,LYRM1,LYR motif-containing protein 1,27.9126,27.6216,27.9163,28.596,28.2238,28.1988
O43390,HNRNPR,Heterogeneous nuclear ribonucleoprotein R,33.5396,33.3618,33.4553,33.412,33.685,32.7304
O43395,PRPF3,U4/U6 small nuclear ribonucleoprotein Prp3,33.2525,33.3668,33.2037,33.0612,33.0291,33.5911
O43396,TXNL1,Thioredoxin-like protein 1,31.6421,31.7193,31.7946,29.0429,30.5133,30.2769
O43399,TPD52L2,Tumor protein D54,34.445,34.6234,34.7045,32.4857,32.5643,32.7461
O43402,EMC8,ER membrane protein complex subunit 8,27.5043,24.9047,26.9611,28.7607,29.118,28.6015
O43422,THAP12,52 kDa repressor of the inhibitor of the protein kinase,24.3543,23.6197,24.901,25.0544,24.4022,23.8683
O43432,EIF4G3,Eukaryotic translation initiation factor 4 gamma 3,26.7239,26.7107,23.5176,25.3612,24.643,26.1766
O43447,PPIH,Peptidyl-prolyl cis-trans isomerase H,29.3472,29.3649,28.6486,28.6196,28.803,28.4848
O43464,HTRA2,"Serine protease HTRA2, mitochondrial",31.1895,31.5511,31.4201,31.8861,31.8588,31.6887
O43488,AKR7A2,Aflatoxin B1 aldehyde reductase member 2,32.3225,32.3555,32.2252,30.097,30.2922,30.3404
O43491,EPB41L2,Band 4.1-like protein 2,34.375,34.3647,34.2294,34.3347,34.4894,34.6326
O43493,TGOLN2,Trans-Golgi network integral membrane protein 2,28.1846,28.8009,28.5484,28.8184,30.1097,29.9243
O43505,B4GAT1,"Beta-1,4-glucuronyltransferase 1",30.5197,30.4037,30.3598,31.717,31.816,32.0996
O43556,SGCE,Epsilon-sarcoglycan,23.9478,24.8484,25.6829,25.646,25.017,26.0702
O43567,RNF13,E3 ubiquitin-protein ligase RNF13,24.7105,25.0656,24.4808,27.0664,26.5894,26.2536
O43583,DENR,Density-regulated protein,30.7795,30.4289,30.8291,29.3843,29.2296,29.6107
O43598,DNPH1,2'-deoxynucleoside 5'-phosphate N-hydrolase 1,30.241,30.3912,30.4429,24.4698,24.8028,25.8759
O43609,SPRY1,Protein sprouty homolog 1,27.7705,26.9707,27.6676,26.2939,26.3984,26.4356
O43615,TIMM44,Mitochondrial import inner membrane translocase subunit TIM44,33.5892,33.5498,33.5178,33.4853,33.7829,33.8595
O43617,TRAPPC3,Trafficking protein particle complex subunit 3,27.9353,27.9723,28.1897,26.5695,24.6776,25.6091
O43660,PLRG1,Pleiotropic regulator 1,30.9481,30.9043,30.7627,31.4249,31.4268,31.0595
O43663,PRC1,Protein regulator of cytokinesis 1,25.7705,24.578,24.9609,25.2078,25.3502,24.2105
O43670,ZNF207,BUB3-interacting and GLEBS motif-containing protein ZNF207,31.5688,31.9711,31.7832,31.3402,31.1083,31.3477
O43674,NDUFB5,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial",30.0913,30.0441,29.9661,30.3004,30.119,30.3105
O43676,NDUFB3,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3,31.3987,31.0358,31.2422,31.7259,31.8454,31.6115
O43678,NDUFA2,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2,33.9884,33.914,33.8205,33.8173,33.5449,33.9161
O43681,ASNA1,ATPase ASNA1,30.0245,30.8829,30.0981,30.0067,29.686,29.9778
O43684,BUB3,Mitotic checkpoint protein BUB3,32.1404,31.4378,31.7139,32.0021,32.2718,31.8823
O43707,ACTN4,Alpha-actinin-4,35.8554,35.8709,35.806,35.3416,35.6166,35.4153
O43708,GSTZ1,Maleylacetoacetate isomerase,29.048,28.3161,28.3839,28.9238,28.8138,28.9401
O43709,BUD23,Probable 18S rRNA (guanine-N(7))-methyltransferase,29.6312,29.6453,29.8879,28.7455,29.3203,29.2809
O43715,TRIAP1,TP53-regulated inhibitor of apoptosis 1,26.2627,25.285,26.4894,26.8684,27.3492,26.763
O43716,GATC,"Glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial",26.1258,25.779,26.694,27.1549,26.0644,28.0183
O43719,HTATSF1,HIV Tat-specific factor 1,29.6558,29.4231,28.8752,29.5034,30.3159,29.7314
O43747,AP1G1,AP-1 complex subunit gamma-1,27.4074,27.8863,27.8101,24.0621,25.6231,25.6323
O43752,STX6,Syntaxin-6,28.5136,28.3841,29.0678,28.8044,29.4722,29.8127
O43760,SYNGR2,Synaptogyrin-2,27.8773,27.6377,27.3609,25.2242,27.8143,27.6105
O43765,SGTA,Small glutamine-rich tetratricopeptide repeat-containing protein alpha,32.4597,32.4054,32.3327,28.9712,30.0354,29.3941
O43768,ENSA,Alpha-endosulfine,31.7982,32.135,31.9938,28.5275,28.7338,28.6984
O43772,SLC25A20,Mitochondrial carnitine/acylcarnitine carrier protein,28.8677,27.643,28.6375,28.7786,29.3695,29.2908
O43776,NARS,"Asparagine--tRNA ligase, cytoplasmic",32.3013,32.3924,32.4218,30.035,30.2486,29.5469
O43795,MYO1B,Unconventional myosin-Ib,30.1785,30.3861,29.7263,30.1731,30.2463,30.5488
O43809,NUDT21,Cleavage and polyadenylation specificity factor subunit 5,34.3815,34.2052,34.297,34.3413,34.2312,34.3938
O43813,LANCL1,LanC-like protein 1,29.2724,29.221,29.0416,26.7952,27.0537,26.2774
O43815,STRN,Striatin,26.2433,23.9526,26.8864,24.9239,26.1175,23.2264
O43818,RRP9,U3 small nucleolar RNA-interacting protein 2,27.4466,27.8492,26.4004,27.7873,27.7702,27.9197
O43819,SCO2,"Protein SCO2 homolog, mitochondrial",30.0067,29.2278,29.8059,30.1305,30.5038,30.5393
O43823,AKAP8,A-kinase anchor protein 8,31.6899,31.6652,31.6796,31.6063,31.6775,31.7264
O43824,GTPBP6,Putative GTP-binding protein 6,25.5642,25.4567,25.2075,29.0934,27.8546,28.6909
O43837,IDH3B,"Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial",32.0034,31.8583,32.0953,32.3681,32.6066,32.5324
O43852,CALU,Calumenin,33.6242,33.5442,34.1215,32.9678,32.8784,33.5443
O43865,AHCYL1,S-adenosylhomocysteine hydrolase-like protein 1,28.916,28.7671,29.8492,27.3818,30.1372,27.103
O43896,KIF1C,Kinesin-like protein KIF1C,27.4342,24.4951,27.269,26.6019,27.4654,25.2772
O43903,GAS2,Growth arrest-specific protein 2,26.7118,28.8469,29.0043,25.2168,25.3703,23.7194
O43920,NDUFS5,NADH dehydrogenase [ubiquinone] iron-sulfur protein 5,31.8157,31.7178,31.4588,31.2493,32.0459,31.7098
O43929,ORC4,Origin recognition complex subunit 4,25.2526,24.3108,26.0512,24.5825,25.6924,26.0708
O60216,RAD21,Double-strand-break repair protein rad21 homolog,30.2305,30.3314,30.0904,30.2245,30.7675,30.6766
O60218,AKR1B10,Aldo-keto reductase family 1 member B10,29.3453,29.5184,30.4869,24.4831,26.6887,27.0374
O60220,TIMM8A,Mitochondrial import inner membrane translocase subunit Tim8 A,28.106,28.257,27.5434,28.0779,29.741,28.5867
O60231,DHX16,Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16,30.6933,30.5936,30.4672,30.4494,30.5799,30.5321
O60232,SSSCA1,Sjoegren syndrome/scleroderma autoantigen 1,29.8898,29.6685,29.6803,27.7125,28.2569,27.6844
O60238,BNIP3L,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like,27.0401,26.7891,27.0657,24.2268,27.3457,26.5672
O60256,PRPSAP2,Phosphoribosyl pyrophosphate synthase-associated protein 2,27.1797,26.6933,27.0395,24.175,24.6884,24.5048
O60264,SMARCA5,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5,30.9546,31.2553,31.1764,31.1983,31.7078,31.664
O60271,SPAG9,C-Jun-amino-terminal kinase-interacting protein 4,31.4753,31.3698,31.3369,28.0282,29.3792,29.0922
O60287,URB1,Nucleolar pre-ribosomal-associated protein 1,25.2129,23.7221,23.7706,24.5731,27.3843,23.1868
O60291,MGRN1,E3 ubiquitin-protein ligase MGRN1,26.5742,26.5938,26.2654,27.2384,28.3347,29.2218
O60306,AQR,RNA helicase aquarius,26.2179,24.8446,24.7515,24.5643,26.4858,26.2515
O60313,OPA1,"Dynamin-like 120 kDa protein, mitochondrial",30.5294,30.4126,30.3219,30.4676,30.9379,30.616
O60318,MCM3AP,Germinal-center associated nuclear protein,27.5183,26.3927,24.9534,27.8897,28.3153,28.3814
O60341,KDM1A,Lysine-specific histone demethylase 1A,31.1738,29.9893,29.9608,30.4225,30.6607,30.9813
O60343,TBC1D4,TBC1 domain family member 4,29.9871,30.1923,30.0649,26.698,27.0878,24.2348
O60437,PPL,Periplakin,25.0936,23.1818,25.348,27.8963,25.4514,24.0642
O60476,MAN1A2,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase IB",24.7749,24.8174,24.4896,25.1642,25.3657,26.0374
O60488,ACSL4,Long-chain-fatty-acid--CoA ligase 4,34.4588,34.5825,34.3422,34.2586,34.6379,34.2227
O60493,SNX3,Sorting nexin-3,32.9045,32.8509,32.6409,32.6045,32.677,32.801
O60499,STX10,Syntaxin-10,23.724,24.447,26.8761,25.3888,26.3593,26.4849
O60503,ADCY9,Adenylate cyclase type 9,24.5585,24.4734,24.7638,24.2966,25.9936,24.8874
O60504,SORBS3,Vinexin,31.9463,32.1588,32.2555,31.4609,31.8741,31.9142
O60506,SYNCRIP,Heterogeneous nuclear ribonucleoprotein Q,34.4876,34.4141,34.4773,34.325,34.5167,34.4623
O60507,TPST1,Protein-tyrosine sulfotransferase 1,27.8093,25.1027,26.0873,28.8888,28.6913,28.4748
O60508,CDC40,Pre-mRNA-processing factor 17,27.3618,28.5367,28.02,28.8614,29.2055,29.042
O60513,B4GALT4,"Beta-1,4-galactosyltransferase 4",24.7802,26.2189,26.2338,27.6594,27.3225,23.4608
O60524,NEMF,Nuclear export mediator factor NEMF,28.2559,26.8957,28.6574,23.6242,24.3321,25.3758
O60547,GMDS,"GDP-mannose 4,6 dehydratase",32.1454,32.0051,32.3223,32.5947,29.5043,29.4129
O60563,CCNT1,Cyclin-T1,30.3278,30.4147,29.9455,30.0936,30.7032,29.9664
O60568,PLOD3,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3",31.1969,31.1553,31.2377,31.1745,31.3785,30.8809
O60573,EIF4E2,Eukaryotic translation initiation factor 4E type 2,28.705,28.8863,27.9684,28.6411,27.8584,27.9794
O60583,CCNT2,Cyclin-T2,26.4005,26.1238,26.4904,26.7952,26.9662,26.7047
O60610,DIAPH1,Protein diaphanous homolog 1,30.2995,30.5542,30.6467,25.7742,27.6769,26.16
O60613,SELENOF,Selenoprotein F,27.319,27.1074,27.4016,26.0792,27.3194,27.3135
O60637,TSPAN3,Tetraspanin-3,28.8358,28.9533,29.2607,30.3323,30.3155,30.5393
O60645,EXOC3,Exocyst complex component 3,26.4105,24.0334,25.3553,29.7027,30.2583,29.8806
O60664,PLIN3,Perilipin-3,35.306,35.4071,35.3697,32.5533,32.1336,32.0988
O60675,MAFK,Transcription factor MafK,27.6786,27.3844,26.3651,27.345,27.3922,27.3171
O60684,KPNA6,Importin subunit alpha-7,30.8229,30.3267,30.4883,29.7215,29.5176,29.91
O60701,UGDH,UDP-glucose 6-dehydrogenase,35.739,35.8487,35.9088,33.8226,34.0866,33.5764
O60704,TPST2,Protein-tyrosine sulfotransferase 2,24.7105,24.508,26.9421,24.84,26.212,25.9374
O60716,CTNND1,Catenin delta-1,33.8482,33.9732,33.9187,33.2323,33.4642,33.486
O60739,EIF1B,Eukaryotic translation initiation factor 1b,31.2141,30.8625,30.913,29.687,29.7233,29.7374
O60749,SNX2,Sorting nexin-2,31.3007,31.2858,32.1997,29.2711,31.2902,29.0392
O60762,DPM1,Dolichol-phosphate mannosyltransferase subunit 1,29.5914,27.3077,29.1571,30.4379,30.2256,30.1152
O60763,USO1,General vesicular transport factor p115,31.6915,31.7517,31.5891,31.0691,31.1015,31.2905
O60779,SLC19A2,Thiamine transporter 1,24.2064,26.6779,26.8833,25.3174,25.4642,25.5358
O60783,MRPS14,"28S ribosomal protein S14, mitochondrial",31.6799,31.6217,31.5435,31.8852,31.9003,32.1391
O60784,TOM1,Target of Myb protein 1,30.296,30.2869,30.271,30.171,30.0846,30.3563
O60826,CCDC22,Coiled-coil domain-containing protein 22,29.4325,28.8207,28.8948,23.9577,26.6516,25.7235
O60828,PQBP1,Polyglutamine-binding protein 1,32.2147,32.2224,32.3802,32.1034,32.1129,32.3814
O60830,TIMM17B,Mitochondrial import inner membrane translocase subunit Tim17-B,29.7198,29.6967,29.464,29.8964,30.0481,30.1128
O60832,DKC1,H/ACA ribonucleoprotein complex subunit DKC1,31.0474,30.7983,30.9085,30.7557,30.8928,30.8549
O60841,EIF5B,Eukaryotic translation initiation factor 5B,33.4998,33.569,33.5922,32.3507,32.1505,32.0433
O60869,EDF1,Endothelial differentiation-related factor 1,33.5579,33.4991,33.5659,32.0325,32.4411,32.5668
O60870,KIN,DNA/RNA-binding protein KIN17,29.2537,30.7541,28.9986,30.594,29.3487,29.2747
O60879,DIAPH2,Protein diaphanous homolog 2,27.014,27.3208,25.8978,23.7129,22.8151,22.7038
O60884,DNAJA2,DnaJ homolog subfamily A member 2,32.7602,32.8086,32.9597,30.8177,31.8335,31.652
O60885,BRD4,Bromodomain-containing protein 4,31.9417,31.8261,31.9457,32.4179,31.9602,32.0267
O60888,CUTA,Protein CutA,27.8344,27.937,27.4589,26.5647,26.543,26.6791
O60907,TBL1X,F-box-like/WD repeat-containing protein TBL1X,26.1981,26.3218,26.2945,25.5011,25.7066,24.8378
O60909,B4GALT2,"Beta-1,4-galactosyltransferase 2",25.7134,23.745,26.7552,26.681,27.2623,26.9886
O60925,PFDN1,Prefoldin subunit 1,32.7017,33.089,33.1425,29.8614,30.5684,31.2443
O60927,PPP1R11,E3 ubiquitin-protein ligase PPP1R11,28.8758,28.2306,29.2609,26.2317,26.5101,26.1648
O60930,RNASEH1,Ribonuclease H1,24.2319,25.6845,26.649,26.9019,27.4365,26.4623
O60934,NBN,Nibrin,28.8218,28.2473,28.0315,31.9404,29.8461,29.3699
O60941,DTNB,Dystrobrevin beta,26.2315,27.366,26.7108,27.4826,27.5574,28.0128
O75044,SRGAP2,SLIT-ROBO Rho GTPase-activating protein 2,28.6915,28.5424,27.6361,22.7696,25.1005,23.8274
O75052,NOS1AP,Carboxyl-terminal PDZ ligand of neuronal nitric oxide synthase protein,25.4141,26.4493,26.7028,26.896,27.802,28.2149
O75063,FAM20B,Glycosaminoglycan xylosylkinase,24.5919,24.3655,24.2147,22.9189,24.9944,23.8085
O75083,WDR1,WD repeat-containing protein 1,33.3126,33.2335,33.3628,31.4028,31.9308,31.39
O75116,ROCK2,Rho-associated protein kinase 2,33.1544,33.3617,33.3573,30.1537,31.1452,30.3922
O75127,PTCD1,"Pentatricopeptide repeat-containing protein 1, mitochondrial",25.0954,25.8263,25.9674,25.9644,25.768,26.0393
O75128,COBL,Protein cordon-bleu,27.5348,27.6329,26.0931,23.6183,23.4623,24.6134
O75131,CPNE3,Copine-3,25.4967,25.0201,25.5743,25.1266,26.1953,25.8191
O75143,ATG13,Autophagy-related protein 13,24.9136,25.4555,24.2814,28.1793,25.7204,27.4726
O75146,HIP1R,Huntingtin-interacting protein 1-related protein,28.2626,27.0942,26.5334,27.4014,27.9765,25.937
O75147,OBSL1,Obscurin-like protein 1,27.2865,27.9107,27.9735,26.7908,27.0847,27.0788
O75150,RNF40,E3 ubiquitin-protein ligase BRE1B,30.2636,30.646,30.8712,29.6255,30.4109,30.3379
O75151,PHF2,Lysine-specific demethylase PHF2,26.1988,24.4202,26.4811,26.9071,25.5499,24.5334
O75152,ZC3H11A,Zinc finger CCCH domain-containing protein 11A,31.2606,30.8888,30.4508,30.539,31.5543,31.3719
O75153,CLUH,Clustered mitochondria protein homolog,30.5798,32.8537,30.7731,27.8114,28.8632,27.8616
O75154,RAB11FIP3,Rab11 family-interacting protein 3,31.9266,31.674,31.6594,24.0287,32.0504,26.7565
O75157,TSC22D2,TSC22 domain family protein 2,27.5994,27.7971,28.2744,24.8861,24.5526,25.2808
O75164,KDM4A,Lysine-specific demethylase 4A,25.2488,26.0291,25.6272,24.2457,24.2203,23.9655
O75170,PPP6R2,Serine/threonine-protein phosphatase 6 regulatory subunit 2,28.117,30.4041,27.522,25.6868,23.7513,25.4647
O75175,CNOT3,CCR4-NOT transcription complex subunit 3,29.4138,29.4302,29.5635,28.1957,28.6247,28.14
O75177,SS18L1,Calcium-responsive transactivator,28.2332,28.3287,27.8783,28.3324,27.9672,28.0065
O75179,ANKRD17,Ankyrin repeat domain-containing protein 17,27.7081,28.3673,27.9323,24.4829,25.6137,24.5924
O75190,DNAJB6,DnaJ homolog subfamily B member 6,28.0643,28.5412,28.1829,27.1605,27.6943,27.6313
O75191,XYLB,Xylulose kinase,30.7533,30.1877,30.1519,25.2752,26.0338,27.236
O75197,LRP5,Low-density lipoprotein receptor-related protein 5,25.148,26.899,24.3238,24.3933,24.6856,25.3263
O75208,COQ9,"Ubiquinone biosynthesis protein COQ9, mitochondrial",30.207,30.0162,29.7721,30.0827,30.2718,29.927
O75223,GGCT,Gamma-glutamylcyclotransferase,26.7321,29.3281,29.6539,28.3737,28.5067,28.3341
O75251,NDUFS7,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial",31.2631,30.9092,30.2396,30.9917,31.4446,31.5952
O75306,NDUFS2,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial",30.4453,30.2739,30.5623,31.2719,31.2612,31.0552
O75310,UGT2B11,UDP-glucuronosyltransferase 2B11,25.1766,24.5478,23.8883,25.5059,25.6224,25.131
O75312,ZPR1,Zinc finger protein ZPR1,29.4758,29.42,29.4838,27.8841,28.3523,27.9023
O75319,DUSP11,RNA/RNP complex-1-interacting phosphatase,30.9646,31.1936,30.4843,30.7841,31.2225,31.4923
O75323,NIPSNAP2,Protein NipSnap homolog 2,30.6255,30.3452,30.6864,31.5681,31.1718,31.1335
O75340,PDCD6,Programmed cell death protein 6,26.4881,26.0862,26.9606,25.3294,25.5662,25.5092
O75347,TBCA,Tubulin-specific chaperone A,34.6997,34.7557,34.8983,31.6214,31.9503,32.2297
O75348,ATP6V1G1,V-type proton ATPase subunit G 1,32.5761,32.7877,32.7425,32.3227,32.4045,32.408
O75351,VPS4B,Vacuolar protein sorting-associated protein 4B,30.1398,30.0096,30.3204,26.5185,26.481,25.6786
O75352,MPDU1,Mannose-P-dolichol utilization defect 1 protein,30.3346,30.159,30.274,30.9821,30.9175,30.5371
O75356,ENTPD5,Ectonucleoside triphosphate diphosphohydrolase 5,26.2779,27.1403,28.3628,29.6182,29.7007,29.5786
O75362,ZNF217,Zinc finger protein 217,29.1148,33.4746,29.8369,29.4422,29.8816,30.1046
O75367,H2AFY,Core histone macro-H2A.1,34.6892,34.6424,34.5794,34.2306,34.2686,34.4056
O75369,FLNB,Filamin-B,37.1265,37.1663,37.115,35.9719,36.121,36.1204
O75376,NCOR1,Nuclear receptor corepressor 1,30.0286,29.9432,28.9971,30.6053,30.1494,30.4569
O75380,NDUFS6,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial",33.591,33.5417,33.4689,33.3464,33.3944,33.517
O75381,PEX14,Peroxisomal membrane protein PEX14,29.7568,29.8579,29.8548,29.3185,29.7105,29.6606
O75390,CS,"Citrate synthase, mitochondrial",35.2174,35.0715,35.1594,35.6968,35.7128,35.5094
O75391,SPAG7,Sperm-associated antigen 7,30.3882,30.2443,30.5353,26.2261,26.9736,26.9463
O75394,MRPL33,"39S ribosomal protein L33, mitochondrial",31.5278,31.6445,31.6483,31.4672,31.7796,32.0924
O75400,PRPF40A,Pre-mRNA-processing factor 40 homolog A,33.4348,33.3505,33.2618,33.3594,33.6003,33.5256
O75410,TACC1,Transforming acidic coiled-coil-containing protein 1,29.7423,29.5541,29.8982,30.1161,30.2152,30.1031
O75414,NME6,Nucleoside diphosphate kinase 6,29.7847,29.0257,29.6644,29.6595,29.9082,29.962
O75427,LRCH4,Leucine-rich repeat and calponin homology domain-containing protein 4,27.1319,27.1691,24.4335,28.6815,28.1691,28.8409
O75431,MTX2,Metaxin-2,29.3363,29.5691,29.3863,30.4641,30.4028,30.1087
O75436,VPS26A,Vacuolar protein sorting-associated protein 26A,29.1704,29.1909,29.043,27.9063,28.2638,28.3068
O75438,NDUFB1,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1,30.2066,29.852,29.7001,29.7727,29.6004,30.202
O75439,PMPCB,Mitochondrial-processing peptidase subunit beta,32.1195,31.8896,32.0072,32.8244,32.7147,32.4851
O75446,SAP30,Histone deacetylase complex subunit SAP30,27.6287,27.5373,27.6871,27.5468,29.5291,28.2839
O75461,E2F6,Transcription factor E2F6,25.5514,26.3281,24.5971,24.0546,26.043,25.5854
O75462,CRLF1,Cytokine receptor-like factor 1,26.2389,26.8967,26.478,24.8365,25.265,25.4834
O75473,LGR5,Leucine-rich repeat-containing G-protein coupled receptor 5,25.2742,27.6847,23.0441,28.2905,27.4365,26.4777
O75475,PSIP1,PC4 and SFRS1-interacting protein,32.5369,32.5901,32.6627,32.3586,32.1645,32.439
O75489,NDUFS3,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial",32.4847,32.501,32.3787,32.6196,32.589,32.7001
O75494,SRSF10,Serine/arginine-rich splicing factor 10,33.6314,33.552,33.6883,33.3721,33.5083,33.7967
O75521,ECI2,"Enoyl-CoA delta isomerase 2, mitochondrial",33.9931,34.0678,34.1692,34.1212,34.2593,34.2568
O75525,KHDRBS3,"KH domain-containing, RNA-binding, signal transduction-associated protein 3",29.9673,30.153,29.7653,30.0027,30.0549,30.1387
O75528,TADA3,Transcriptional adapter 3,28.8344,28.5588,28.6151,28.1296,28.1647,28.1262
O75530,EED,Polycomb protein EED,26.6929,27.5084,26.8254,26.7726,26.8151,26.2965
O75531,BANF1,Barrier-to-autointegration factor,32.3285,32.2491,31.7941,30.8071,31.1355,31.0438
O75533,SF3B1,Splicing factor 3B subunit 1,35.4348,35.4057,35.4513,35.281,35.4578,35.6607
O75534,CSDE1,Cold shock domain-containing protein E1,31.3878,31.2465,31.3951,30.438,30.6289,30.5455
O75554,WBP4,WW domain-binding protein 4,27.7918,27.2767,27.2114,27.6017,27.4088,27.8817
O75569,PRKRA,Interferon-inducible double-stranded RNA-dependent protein kinase activator A,30.9677,31.769,32.0885,31.3285,31.4124,31.7862
