ProteinID,Gene,Proximity_Shift_Score,p.value,adj.p.value,significance,significance_raw
Q9UBT2,UBA2,0.880339918,0.467923425,0.749813562,Not Significant,Not Significant
Q12996,CSTF3,1.915224357,0.468525875,0.75020974,Not Significant,Not Significant
Q5BKZ1,ZNF326,0.422514182,0.470604014,0.752966423,Not Significant,Not Significant
P52272,HNRNPM,-0.110874015,0.471525143,0.753564939,Not Significant,Not Significant
P54578,USP14,6.587332992,0.472405293,0.753564939,Not Significant,Not Significant
Q02978,SLC25A11,1.776421035,0.472304893,0.753564939,Not Significant,Not Significant
Q9H078,CLPB,-3.101632884,0.472235193,0.753564939,Not Significant,Not Significant
O14734,ACOT8,1.303636956,0.473187209,0.754050785,Not Significant,Not Significant
P00505,GOT2,0.161584567,0.473780962,0.754050785,Not Significant,Not Significant
Q9NRG7,SDR39U1,-7.333065112,0.473584766,0.754050785,Not Significant,Not Significant
P61224,RAP1B,-0.256341029,0.474974224,0.755380694,Not Significant,Not Significant
P50225,SULT1A1,9.075167512,0.475920734,0.756026108,Not Significant,Not Significant
Q8TCT9,HM13,0.519199396,0.476095987,0.756026108,Not Significant,Not Significant
P56537,EIF6,-0.247521683,0.480420656,0.762320379,Not Significant,Not Significant
P61619,SEC61A1,-1.04027537,0.481735459,0.7638328,Not Significant,Not Significant
P0C0L5,C4B,-0.225025455,0.483216627,0.764878797,Not Significant,Not Significant
P37108,SRP14,-0.32873721,0.483481626,0.764878797,Not Significant,Not Significant
Q96KR1,ZFR,2.851894138,0.483330737,0.764878797,Not Significant,Not Significant
Q9H6S3,EPS8L2,7.774067997,0.484650034,0.766153348,Not Significant,Not Significant
Q8NE62,CHDH,3.307432894,0.486021647,0.767746985,Not Significant,Not Significant
Q9UNF0,PACSIN2,-2.540462499,0.487461445,0.769445868,Not Significant,Not Significant
O43396,TXNL1,1.135032267,0.488347388,0.770268621,Not Significant,Not Significant
Q13347,EIF3I,0.363411342,0.489271952,0.770599956,Not Significant,Not Significant
Q99832,CCT7,0.128796351,0.489287188,0.770599956,Not Significant,Not Significant
P23378,GLDC,0.844255897,0.491326033,0.773181485,Not Significant,Not Significant
Q9UJY4,GGA2,-0.890880743,0.491658492,0.773181485,Not Significant,Not Significant
P49916,LIG3,-0.571011779,0.49209451,0.773291372,Not Significant,Not Significant
P52565,ARHGDIA,2.065587688,0.49296481,0.774083033,Not Significant,Not Significant
P14324,FDPS,-1.350303297,0.493342157,0.774100026,Not Significant,Not Significant
P20020,ATP2B1,1.871999409,0.495336177,0.775843267,Not Significant,Not Significant
P47897,QARS,0.251305867,0.495362679,0.775843267,Not Significant,Not Significant
Q9BQB6,VKORC1,0.252015797,0.495555193,0.775843267,Not Significant,Not Significant
P23786,CPT2,0.380753204,0.496460008,0.776684102,Not Significant,Not Significant
Q9NVA2,11-Sep,0.898102173,0.497290463,0.777407445,Not Significant,Not Significant
P09972,ALDOC,-6.542447959,0.498974598,0.778887177,Not Significant,Not Significant
Q9H2P0,ADNP,4.957719001,0.498764127,0.778887177,Not Significant,Not Significant
P00367,GLUD1,-0.050472722,0.500642981,0.78091431,Not Significant,Not Significant
Q15185,PTGES3,-0.334471845,0.502355978,0.783007989,Not Significant,Not Significant
P18621,RPL17,-1.223818454,0.504423512,0.78565078,Not Significant,Not Significant
P18754,RCC1,-0.589947628,0.505655252,0.786988867,Not Significant,Not Significant
P62899,RPL31,0.709277109,0.506069883,0.787054192,Not Significant,Not Significant
P53602,MVD,-1.033870612,0.50727402,0.787766713,Not Significant,Not Significant
Q9Y266,NUDC,1.012859267,0.507220032,0.787766713,Not Significant,Not Significant
O75352,MPDU1,1.414801618,0.509537605,0.788059304,Not Significant,Not Significant
P60228,EIF3E,0.704688828,0.509701235,0.788059304,Not Significant,Not Significant
Q14165,MLEC,-0.564253841,0.50870695,0.788059304,Not Significant,Not Significant
Q8WWI5,SLC44A1,1.439088196,0.509665225,0.788059304,Not Significant,Not Significant
Q9BRR6,ADPGK,-2.095544352,0.508003247,0.788059304,Not Significant,Not Significant
Q9H0W9,C11orf54,2.694564881,0.509228155,0.788059304,Not Significant,Not Significant
O95747,OXSR1,1.825076598,0.511452526,0.788465251,Not Significant,Not Significant
P16949,STMN1,3.737374378,0.512041413,0.788465251,Not Significant,Not Significant
P30613,PKLR,22.5013168,0.51218032,0.788465251,Not Significant,Not Significant
P37198,NUP62,-0.175116051,0.5114796,0.788465251,Not Significant,Not Significant
P60900,PSMA6,-0.325656489,0.512950404,0.788465251,Not Significant,Not Significant
Q16881,TXNRD1,3.017586556,0.511099648,0.788465251,Not Significant,Not Significant
Q9NZV1,CRIM1,0.827531602,0.512586814,0.788465251,Not Significant,Not Significant
Q9Y281,CFL2,-2.033091362,0.51221785,0.788465251,Not Significant,Not Significant
P23258,TUBG1,-1.085467731,0.514318757,0.789993611,Not Significant,Not Significant
O60828,PQBP1,-0.717712406,0.51499159,0.790105253,Not Significant,Not Significant
Q9BSJ8,ESYT1,1.913587271,0.515139646,0.790105253,Not Significant,Not Significant
O60841,EIF5B,2.861189964,0.518839788,0.791916713,Not Significant,Not Significant
P02766,TTR,0.599489917,0.519575529,0.791916713,Not Significant,Not Significant
P13798,APEH,1.937045173,0.523401785,0.791916713,Not Significant,Not Significant
P17174,GOT1,0.691002726,0.523007093,0.791916713,Not Significant,Not Significant
P21127,CDK11B,0.322076781,0.517803595,0.791916713,Not Significant,Not Significant
P27708,CAD,0.818036079,0.518323197,0.791916713,Not Significant,Not Significant
P35251,RFC1,1.90747534,0.518058889,0.791916713,Not Significant,Not Significant
P40227,CCT6A,0.423714791,0.525066645,0.791916713,Not Significant,Not Significant
P40939,HADHA,-0.117645223,0.523897247,0.791916713,Not Significant,Not Significant
P84090,ERH,-0.115610752,0.525796794,0.791916713,Not Significant,Not Significant
Q13011,ECH1,0.082259654,0.521567782,0.791916713,Not Significant,Not Significant
Q13126,MTAP,-8.503811132,0.521948895,0.791916713,Not Significant,Not Significant
Q13206,DDX10,-2.480725013,0.526069672,0.791916713,Not Significant,Not Significant
Q13243,SRSF5,0.382072601,0.521845807,0.791916713,Not Significant,Not Significant
Q13769,THOC5,0.330857949,0.523307277,0.791916713,Not Significant,Not Significant
Q14126,DSG2,0.940277413,0.525624108,0.791916713,Not Significant,Not Significant
Q6Y7W6,GIGYF2,0.847403812,0.519487815,0.791916713,Not Significant,Not Significant
Q8IYB8,SUPV3L1,-0.821463858,0.522631987,0.791916713,Not Significant,Not Significant
Q8NFQ8,TOR1AIP2,-0.7266423,0.517916086,0.791916713,Not Significant,Not Significant
Q8TEQ6,GEMIN5,0.830897375,0.52155484,0.791916713,Not Significant,Not Significant
Q8WV74,NUDT8,-0.212396142,0.522323843,0.791916713,Not Significant,Not Significant
Q92785,DPF2,-0.60838823,0.524471367,0.791916713,Not Significant,Not Significant
Q92797,SYMPK,-1.627295246,0.524745895,0.791916713,Not Significant,Not Significant
Q96KG9,SCYL1,-1.714031433,0.525923854,0.791916713,Not Significant,Not Significant
Q9H6R4,NOL6,1.218864626,0.520346487,0.791916713,Not Significant,Not Significant
Q9HB71,CACYBP,-1.769362035,0.521651404,0.791916713,Not Significant,Not Significant
P31942,HNRNPH3,0.400266354,0.526473736,0.791960492,Not Significant,Not Significant
O43818,RRP9,0.360976111,0.52782316,0.793258677,Not Significant,Not Significant
P02760,AMBP,0.351558212,0.52959031,0.793258677,Not Significant,Not Significant
Q12765,SCRN1,-0.477696583,0.528804684,0.793258677,Not Significant,Not Significant
Q66PJ3,ARL6IP4,-10.50790469,0.529441968,0.793258677,Not Significant,Not Significant
Q9GZT3,SLIRP,0.426260206,0.529010399,0.793258677,Not Significant,Not Significant
Q9NPA8,ENY2,-1.180387574,0.52890376,0.793258677,Not Significant,Not Significant
P61353,RPL27,0.546000628,0.53019783,0.793605824,Not Significant,Not Significant
P05156,CFI,-0.360757776,0.530583431,0.793620543,Not Significant,Not Significant
Q6UB35,MTHFD1L,-0.486832281,0.531390687,0.794265485,Not Significant,Not Significant
Q9UI09,NDUFA12,0.385837486,0.532339337,0.795120706,Not Significant,Not Significant
Q15043,SLC39A14,0.49410107,0.533774287,0.796700561,Not Significant,Not Significant
P62873,GNB1,-0.251083018,0.53433676,0.796976862,Not Significant,Not Significant
P37837,TALDO1,2.490144622,0.535828493,0.798315299,Not Significant,Not Significant
Q9BZE9,ASPSCR1,4.618389189,0.535990101,0.798315299,Not Significant,Not Significant
Q04637,EIF4G1,-1.179490497,0.536474664,0.798473918,Not Significant,Not Significant
Q16537,PPP2R5E,-0.347613039,0.537549275,0.799509908,Not Significant,Not Significant
Q96B36,AKT1S1,-2.569812213,0.538872423,0.800913833,Not Significant,Not Significant
Q8WWY3,PRPF31,-1.221103307,0.53993188,0.801360598,Not Significant,Not Significant
Q9HC38,GLOD4,0.78474666,0.539780442,0.801360598,Not Significant,Not Significant
P08559,PDHA1,0.201124093,0.54161735,0.803297642,Not Significant,Not Significant
Q16531,DDB1,0.193362034,0.542591864,0.803726637,Not Significant,Not Significant
Q8N131,TMEM123,8.605326856,0.542667701,0.803726637,Not Significant,Not Significant
P30041,PRDX6,-4.269955864,0.543101362,0.80380524,Not Significant,Not Significant
O60869,EDF1,1.374817609,0.543588363,0.803962621,Not Significant,Not Significant
O00566,MPHOSPH10,0.69835296,0.544872502,0.80437883,Not Significant,Not Significant
P04908,HIST1H2AB,0.120310868,0.548044797,0.80437883,Not Significant,Not Significant
P11766,ADH5,-1.009294669,0.54705674,0.80437883,Not Significant,Not Significant
P28331,NDUFS1,-0.121493616,0.54720997,0.80437883,Not Significant,Not Significant
P49585,PCYT1A,1.655092766,0.548729459,0.80437883,Not Significant,Not Significant
P51659,HSD17B4,0.635185317,0.548715793,0.80437883,Not Significant,Not Significant
P54577,YARS,0.33413264,0.548820973,0.80437883,Not Significant,Not Significant
P62191,PSMC1,-0.994075334,0.545591723,0.80437883,Not Significant,Not Significant
Q96AE7,TTC17,1.114770785,0.546189817,0.80437883,Not Significant,Not Significant
Q96CB9,NSUN4,-0.664536307,0.546143348,0.80437883,Not Significant,Not Significant
Q99856,ARID3A,-0.886341119,0.546819844,0.80437883,Not Significant,Not Significant
Q9NY33,DPP3,0.61792205,0.547239498,0.80437883,Not Significant,Not Significant
Q9UMY1,NOL7,-0.798012082,0.548667363,0.80437883,Not Significant,Not Significant
Q14197,MRPL58,0.308627936,0.549246661,0.804444486,Not Significant,Not Significant
O76031,CLPX,-1.056266253,0.551422999,0.806513417,Not Significant,Not Significant
Q8WUQ7,CACTIN,-0.864972506,0.551340996,0.806513417,Not Significant,Not Significant
P55786,NPEPPS,1.070800373,0.551865608,0.806602189,Not Significant,Not Significant
O00330,PDHX,0.684691976,0.553291112,0.807567953,Not Significant,Not Significant
P12268,IMPDH2,0.566867802,0.553291071,0.807567953,Not Significant,Not Significant
P35222,CTNNB1,0.692033457,0.554512638,0.807676339,Not Significant,Not Significant
P63104,YWHAZ,0.769392135,0.554239877,0.807676339,Not Significant,Not Significant
Q9H857,NT5DC2,1.367553181,0.554357595,0.807676339,Not Significant,Not Significant
O75955,FLOT1,-0.523531154,0.555617051,0.80872723,Not Significant,Not Significant
O00483,NDUFA4,-0.253639954,0.558572696,0.810348596,Not Significant,Not Significant
P02751,FN1,-0.107589693,0.55831655,0.810348596,Not Significant,Not Significant
P05198,EIF2S1,0.835036861,0.558790978,0.810348596,Not Significant,Not Significant
P42574,CASP3,2.056280307,0.558610234,0.810348596,Not Significant,Not Significant
P63244,RACK1,0.247277349,0.559113294,0.810348596,Not Significant,Not Significant
Q92841,DDX17,0.07584407,0.559416787,0.810348596,Not Significant,Not Significant
Q9ULC5,ACSL5,2.617898363,0.558447784,0.810348596,Not Significant,Not Significant
O00168,FXYD1,3.244868547,0.560048825,0.8107081,Not Significant,Not Significant
Q8WWI1,LMO7,-0.117682555,0.56151423,0.812272639,Not Significant,Not Significant
Q9BRA2,TXNDC17,3.123226739,0.562350335,0.812369294,Not Significant,Not Significant
Q9NR45,NANS,-3.526116369,0.562025316,0.812369294,Not Significant,Not Significant
Q96EL2,MRPS24,0.436312797,0.5634433,0.813391831,Not Significant,Not Significant
P29692,EEF1D,0.154335474,0.563872178,0.813454945,Not Significant,Not Significant
Q9NNW7,TXNRD2,1.007990203,0.565730143,0.8155782,Not Significant,Not Significant
P12004,PCNA,0.354818674,0.566992146,0.815724407,Not Significant,Not Significant
P21964,COMT,0.420516086,0.566309856,0.815724407,Not Significant,Not Significant
Q8IZ83,ALDH16A1,2.113608506,0.567118074,0.815724407,Not Significant,Not Significant
Q9H501,ESF1,-0.325237827,0.567376493,0.815724407,Not Significant,Not Significant
Q9H6R3,ACSS3,0.247623911,0.568767884,0.817168551,Not Significant,Not Significant
P48556,PSMD8,-0.715521343,0.569313991,0.81739711,Not Significant,Not Significant
Q92575,UBXN4,2.072380731,0.57032499,0.817736849,Not Significant,Not Significant
Q9UHB9,SRP68,0.175288606,0.570040532,0.817736849,Not Significant,Not Significant
P61513,RPL37A,0.296079766,0.571080585,0.818264719,Not Significant,Not Significant
O75369,FLNB,-0.33096524,0.579351049,0.820100144,Not Significant,Not Significant
O75746,SLC25A12,0.635379095,0.578140418,0.820100144,Not Significant,Not Significant
O95453,PARN,2.278537121,0.578459734,0.820100144,Not Significant,Not Significant
P08754,GNAI3,1.099629311,0.578208297,0.820100144,Not Significant,Not Significant
P09564,CD7,0.71100431,0.575906212,0.820100144,Not Significant,Not Significant
P19525,EIF2AK2,1.943291149,0.575862312,0.820100144,Not Significant,Not Significant
P49368,CCT3,0.160433754,0.57325425,0.820100144,Not Significant,Not Significant
P62942,FKBP1A,1.05257258,0.574748511,0.820100144,Not Significant,Not Significant
Q14678,KANK1,-1.603287258,0.575024955,0.820100144,Not Significant,Not Significant
Q15006,EMC2,0.95966227,0.578657233,0.820100144,Not Significant,Not Significant
Q15427,SF3B4,-0.162583884,0.577320879,0.820100144,Not Significant,Not Significant
Q6L8Q7,PDE12,1.345589993,0.578966832,0.820100144,Not Significant,Not Significant
Q92506,HSD17B8,-0.897491766,0.574286612,0.820100144,Not Significant,Not Significant
Q96AE4,FUBP1,-0.345870111,0.575272257,0.820100144,Not Significant,Not Significant
Q96FW1,OTUB1,2.360300324,0.578116707,0.820100144,Not Significant,Not Significant
Q9BRT2,UQCC2,1.19097327,0.578748088,0.820100144,Not Significant,Not Significant
Q9HA77,CARS2,0.382725494,0.57801036,0.820100144,Not Significant,Not Significant
Q9Y3B2,EXOSC1,0.956196654,0.577066117,0.820100144,Not Significant,Not Significant
Q9BYD1,MRPL13,0.858411102,0.580826957,0.82163867,Not Significant,Not Significant
O95299,NDUFA10,-0.528506669,0.581252363,0.821690088,Not Significant,Not Significant
O00214,LGALS8,-0.540604939,0.582689141,0.822700667,Not Significant,Not Significant
Q15370,ELOB,1.060192329,0.582746306,0.822700667,Not Significant,Not Significant
O00567,NOP56,0.317164238,0.584467753,0.824571295,Not Significant,Not Significant
P32119,PRDX2,-0.971905343,0.584852178,0.824571295,Not Significant,Not Significant
Q99439,CNN2,9.12155018,0.586638233,0.826537658,Not Significant,Not Significant
P08240,SRPRA,2.010258647,0.590131891,0.828395577,Not Significant,Not Significant
P42765,ACAA2,-0.062786938,0.590310295,0.828395577,Not Significant,Not Significant
P78344,EIF4G2,1.020847046,0.588383526,0.828395577,Not Significant,Not Significant
Q13451,FKBP5,-2.176728031,0.589264296,0.828395577,Not Significant,Not Significant
Q14669,TRIP12,-0.926016168,0.588886986,0.828395577,Not Significant,Not Significant
Q9NWU1,OXSM,0.978690721,0.58960652,0.828395577,Not Significant,Not Significant
P05455,SSB,0.979371078,0.591516452,0.828997964,Not Significant,Not Significant
P45954,ACADSB,0.156716609,0.591524589,0.828997964,Not Significant,Not Significant
P49915,GMPS,2.341471244,0.593109102,0.830116914,Not Significant,Not Significant
Q96G23,CERS2,-1.379198191,0.592964754,0.830116914,Not Significant,Not Significant
P0DMV8,HSPA1A,0.329613001,0.593932217,0.830718438,Not Significant,Not Significant
Q15542,TAF5,-0.586901197,0.595473472,0.832148094,Not Significant,Not Significant
Q92922,SMARCC1,0.513978275,0.595742386,0.832148094,Not Significant,Not Significant
Q9NVT9,ARMC1,0.517541702,0.596371705,0.832476564,Not Significant,Not Significant
Q9Y3T9,NOC2L,1.136815137,0.598553775,0.834970656,Not Significant,Not Significant
Q96PK6,RBM14,-0.121045282,0.600186279,0.836215496,Not Significant,Not Significant
Q9Y383,LUC7L2,0.392361913,0.600238017,0.836215496,Not Significant,Not Significant
P62701,RPS4X,0.097886008,0.601735069,0.837748494,Not Significant,Not Significant
O14980,XPO1,1.238844421,0.603593638,0.838147477,Not Significant,Not Significant
P19388,POLR2E,-2.089619597,0.6027887,0.838147477,Not Significant,Not Significant
P51648,ALDH3A2,1.777038863,0.60360905,0.838147477,Not Significant,Not Significant
Q13428,TCOF1,1.11160978,0.603147565,0.838147477,Not Significant,Not Significant
Q99961,SH3GL1,-2.08720278,0.605013167,0.839473688,Not Significant,Not Significant
Q9Y6C9,MTCH2,0.563070738,0.605359103,0.839473688,Not Significant,Not Significant
Q86X55,CARM1,-2.211546982,0.60646313,0.840452841,Not Significant,Not Significant
Q9Y2Z0,SUGT1,1.914811098,0.606867401,0.840461607,Not Significant,Not Significant
Q7L592,NDUFAF7,1.35151599,0.607550068,0.840855664,Not Significant,Not Significant
P23526,AHCY,-1.331948644,0.610075754,0.840929018,Not Significant,Not Significant
P37268,FDFT1,0.469449945,0.61158474,0.840929018,Not Significant,Not Significant
P42330,AKR1C3,0.996536666,0.608538826,0.840929018,Not Significant,Not Significant
P78330,PSPH,11.71636073,0.610856018,0.840929018,Not Significant,Not Significant
Q7L014,DDX46,-0.162462284,0.609225012,0.840929018,Not Significant,Not Significant
Q96S55,WRNIP1,1.065792496,0.611333813,0.840929018,Not Significant,Not Significant
Q9BQ69,MACROD1,0.378145297,0.609916939,0.840929018,Not Significant,Not Significant
Q9BQA1,WDR77,0.671662258,0.610558004,0.840929018,Not Significant,Not Significant
Q9C0B1,FTO,-5.594592886,0.610316909,0.840929018,Not Significant,Not Significant
Q9NQT4,EXOSC5,-0.423843814,0.61001814,0.840929018,Not Significant,Not Significant
Q5VWQ0,RSBN1,-0.804386041,0.612374957,0.841467735,Not Significant,Not Significant
P39687,ANP32A,0.665799956,0.612948661,0.841708434,Not Significant,Not Significant
P23527,HIST1H2BO,-0.208505432,0.614154995,0.842269707,Not Significant,Not Significant
P63218,GNG5,0.771327718,0.613882725,0.842269707,Not Significant,Not Significant
P36957,DLST,-0.068065083,0.614700986,0.842471436,Not Significant,Not Significant
P26373,RPL13,-0.333430413,0.616637504,0.844577437,Not Significant,Not Significant
P61163,ACTR1A,-2.292690703,0.618314389,0.845672722,Not Significant,Not Significant
Q5JPH6,EARS2,0.655249601,0.618222698,0.845672722,Not Significant,Not Significant
Q99733,NAP1L4,7.344828135,0.618638426,0.845672722,Not Significant,Not Significant
O75436,VPS26A,-3.486106758,0.619450376,0.846234925,Not Significant,Not Significant
P62826,RAN,-0.162057796,0.621080093,0.847365088,Not Significant,Not Significant
Q9Y4W6,AFG3L2,0.449080391,0.620969261,0.847365088,Not Significant,Not Significant
Q8NAV1,PRPF38A,-2.289951684,0.621731785,0.847706605,Not Significant,Not Significant
Q9BY32,ITPA,2.097518902,0.622278972,0.847905284,Not Significant,Not Significant
Q92665,MRPS31,-0.377758119,0.622709483,0.847944828,Not Significant,Not Significant
O75323,NIPSNAP2,1.633311918,0.626088487,0.848328864,Not Significant,Not Significant
O95954,FTCD,3.714988809,0.627529545,0.848328864,Not Significant,Not Significant
P13861,PRKAR2A,0.58986839,0.628534626,0.848328864,Not Significant,Not Significant
P24666,ACP1,-0.566165792,0.630908615,0.848328864,Not Significant,Not Significant
P25788,PSMA3,-0.467280442,0.627786754,0.848328864,Not Significant,Not Significant
P47755,CAPZA2,0.904645966,0.630414992,0.848328864,Not Significant,Not Significant
P53041,PPP5C,-1.418246946,0.63263161,0.848328864,Not Significant,Not Significant
P61289,PSME3,-0.482739691,0.629813014,0.848328864,Not Significant,Not Significant
P63279,UBE2I,-1.98496047,0.628423541,0.848328864,Not Significant,Not Significant
Q12872,SFSWAP,-0.552702238,0.625246883,0.848328864,Not Significant,Not Significant
Q12904,AIMP1,0.385110706,0.625873675,0.848328864,Not Significant,Not Significant
Q12906,ILF3,0.174030418,0.629135535,0.848328864,Not Significant,Not Significant
Q6PJT7,ZC3H14,0.390020448,0.631785052,0.848328864,Not Significant,Not Significant
Q7L0Y3,TRMT10C,2.399252681,0.623970275,0.848328864,Not Significant,Not Significant
Q7Z4V5,HDGFL2,0.557673603,0.630062682,0.848328864,Not Significant,Not Significant
Q8IUE6,HIST2H2AB,0.638769107,0.624358649,0.848328864,Not Significant,Not Significant
Q8NBP7,PCSK9,0.615595979,0.628875899,0.848328864,Not Significant,Not Significant
Q92688,ANP32B,-1.692550011,0.632409304,0.848328864,Not Significant,Not Significant
Q9BX68,HINT2,-0.486549362,0.629464298,0.848328864,Not Significant,Not Significant
Q9NRX2,MRPL17,1.985217318,0.626434452,0.848328864,Not Significant,Not Significant
Q9NXH9,TRMT1,0.632083652,0.626206481,0.848328864,Not Significant,Not Significant
Q9P2R3,ANKFY1,0.429696377,0.628725104,0.848328864,Not Significant,Not Significant
Q9UGV2,NDRG3,1.222112792,0.631820209,0.848328864,Not Significant,Not Significant
Q9UKL0,RCOR1,0.71298577,0.63188283,0.848328864,Not Significant,Not Significant
Q9Y4L1,HYOU1,0.667529261,0.633199547,0.848551677,Not Significant,Not Significant
Q8WUH6,TMEM263,2.506087976,0.63606975,0.851857523,Not Significant,Not Significant
P46778,RPL21,-0.452063218,0.637187026,0.85238462,Not Significant,Not Significant
P49792,RANBP2,0.145737712,0.637288323,0.85238462,Not Significant,Not Significant
Q8N983,MRPL43,-0.986760582,0.6376741,0.85238462,Not Significant,Not Significant
P00167,CYB5A,1.132892483,0.639253374,0.853420228,Not Significant,Not Significant
Q9UKX7,NUP50,1.576030642,0.639257008,0.853420228,Not Significant,Not Significant
Q8NI36,WDR36,0.285795388,0.639768522,0.853563562,Not Significant,Not Significant
P30566,ADSL,1.7786733,0.640634139,0.853900607,Not Significant,Not Significant
P35580,MYH10,-0.203444923,0.640829764,0.853900607,Not Significant,Not Significant
Q8WUD1,RAB2B,0.546314739,0.641499062,0.85425348,Not Significant,Not Significant
Q14240,EIF4A2,-1.934314802,0.642179005,0.854435669,Not Significant,Not Significant
Q96GW9,MARS2,0.874330773,0.642445001,0.854435669,Not Significant,Not Significant
O00764,PDXK,2.181767734,0.644088289,0.855466571,Not Significant,Not Significant
O14744,PRMT5,-3.440947065,0.645836633,0.855466571,Not Significant,Not Significant
P50135,HNMT,-1.980859712,0.646460534,0.855466571,Not Significant,Not Significant
Q8IWE2,FAM114A1,-1.437263849,0.646317492,0.855466571,Not Significant,Not Significant
Q9H8H3,METTL7A,-0.113136574,0.645998228,0.855466571,Not Significant,Not Significant
Q9NY12,GAR1,-0.563836131,0.644586775,0.855466571,Not Significant,Not Significant
Q9P015,MRPL15,0.613879267,0.645456599,0.855466571,Not Significant,Not Significant
Q9UHJ6,SHPK,-0.549455502,0.645241119,0.855466571,Not Significant,Not Significant
P51398,DAP3,-1.93293665,0.647278874,0.855535856,Not Significant,Not Significant
P62906,RPL10A,0.270414743,0.647706796,0.855535856,Not Significant,Not Significant
Q9Y5K6,CD2AP,-4.349567739,0.647728141,0.855535856,Not Significant,Not Significant
O94905,ERLIN2,0.13078869,0.64876614,0.856371305,Not Significant,Not Significant
P09327,VIL1,-0.478104142,0.650682719,0.857812078,Not Significant,Not Significant
P40429,RPL13A,-0.354671427,0.651076118,0.857812078,Not Significant,Not Significant
Q8NCW5,NAXE,-1.193389708,0.650835985,0.857812078,Not Significant,Not Significant
P08697,SERPINF2,-3.175214128,0.652367214,0.858977279,Not Significant,Not Significant
P17858,PFKL,-0.837548196,0.655600985,0.860018187,Not Significant,Not Significant
P31040,SDHA,-0.10689578,0.654390989,0.860018187,Not Significant,Not Significant
Q08752,PPID,-1.338709696,0.654795642,0.860018187,Not Significant,Not Significant
Q86U42,PABPN1,-0.542641553,0.655223516,0.860018187,Not Significant,Not Significant
Q9H6Z4,RANBP3,1.839221794,0.654684052,0.860018187,Not Significant,Not Significant
Q9NSD9,FARSB,-0.219887861,0.655225349,0.860018187,Not Significant,Not Significant
P11586,MTHFD1,-0.922421242,0.656764826,0.860476001,Not Significant,Not Significant
Q5QJE6,DNTTIP2,-0.245107517,0.656591906,0.860476001,Not Significant,Not Significant
Q969G3,SMARCE1,-1.354534851,0.657770017,0.861258696,Not Significant,Not Significant
P46940,IQGAP1,0.287612498,0.658303136,0.861422691,Not Significant,Not Significant
P08183,ABCB1,-0.193529297,0.660895231,0.862676593,Not Significant,Not Significant
P14174,MIF,-1.587555181,0.660106394,0.862676593,Not Significant,Not Significant
P17987,TCP1,-0.06999723,0.660629413,0.862676593,Not Significant,Not Significant
Q15008,PSMD6,3.086698215,0.660297534,0.862676593,Not Significant,Not Significant
Q9NZM3,ITSN2,-0.342675677,0.663036635,0.864937228,Not Significant,Not Significant
P14550,AKR1A1,4.763636185,0.663460504,0.864955917,Not Significant,Not Significant
P45880,VDAC2,0.342688318,0.664287664,0.865500028,Not Significant,Not Significant
P20226,TBP,-0.215965298,0.665620184,0.866701498,Not Significant,Not Significant
O95394,PGM3,0.402638359,0.667394636,0.866993569,Not Significant,Not Significant
P09960,LTA4H,-1.439767883,0.667486526,0.866993569,Not Significant,Not Significant
P61221,ABCE1,0.730393559,0.66654414,0.866993569,Not Significant,Not Significant
Q9NQ29,LUC7L,-0.200917979,0.667479817,0.866993569,Not Significant,Not Significant
O00165,HAX1,0.996325787,0.670316659,0.867485671,Not Significant,Not Significant
P09651,HNRNPA1,-0.141409938,0.670604269,0.867485671,Not Significant,Not Significant
P62910,RPL32,-0.561608439,0.670739475,0.867485671,Not Significant,Not Significant
Q14203,DCTN1,-1.824977079,0.669304512,0.867485671,Not Significant,Not Significant
Q15050,RRS1,-0.791518886,0.670740578,0.867485671,Not Significant,Not Significant
Q9UL46,PSME2,-0.782000266,0.669011261,0.867485671,Not Significant,Not Significant
Q9Y6X9,MORC2,-0.225642866,0.669587827,0.867485671,Not Significant,Not Significant
Q86VS8,HOOK3,0.751043222,0.673358739,0.870338835,Not Significant,Not Significant
P21281,ATP6V1B2,0.272149918,0.674032734,0.870677146,Not Significant,Not Significant
O60664,PLIN3,3.896069484,0.676440122,0.87195541,Not Significant,Not Significant
P56182,RRP1,0.769779885,0.676673729,0.87195541,Not Significant,Not Significant
Q2TAY7,SMU1,1.151828336,0.676073289,0.87195541,Not Significant,Not Significant
Q3MHD2,LSM12,-0.117882418,0.675864133,0.87195541,Not Significant,Not Significant
Q02218,OGDH,0.318974584,0.677512401,0.871972084,Not Significant,Not Significant
Q9BU61,NDUFAF3,-1.847994198,0.677395523,0.871972084,Not Significant,Not Significant
Q96M27,PRRC1,-0.814788151,0.678585754,0.872601816,Not Significant,Not Significant
Q9NVP1,DDX18,0.721125035,0.678828022,0.872601816,Not Significant,Not Significant
O75616,ERAL1,0.70512671,0.680452278,0.873099732,Not Significant,Not Significant
P09661,SNRPA1,-0.145172292,0.680455568,0.873099732,Not Significant,Not Significant
P51571,SSR4,0.216601694,0.680375963,0.873099732,Not Significant,Not Significant
Q96CU9,FOXRED1,-2.890518681,0.681630381,0.874076118,Not Significant,Not Significant
O43143,DHX15,-0.523562918,0.683467373,0.874308354,Not Significant,Not Significant
P09417,QDPR,0.960896488,0.6832185,0.874308354,Not Significant,Not Significant
Q6PCB0,VWA1,0.412554948,0.683233745,0.874308354,Not Significant,Not Significant
